厦门航空,MF8112,波音 737-800(中型),禄口国际机场T2,22:05,高崎国际机场T3,23:55,1,unknown,unknown,noshare,¥540,经济舱4.9折
河北航空,NS8112,波音 737-800(中型),禄口国际机场T2,22:05,高崎国际机场T3,23:55,1,unknown,unknown,共享,¥540,经济舱4.9折
东方航空,MU2752,空中客车 A319(中型),禄口国际机场T2,19:45,高崎国际机场T4,21:40,1,unknown,unknown,noshare,¥550,经济舱5.4折
吉祥航空,HO1023,全新A320 舒适飞行,禄口国际机场T2,19:35,高崎国际机场T4,21:20,1,unknown,unknown,noshare,¥557,经济舱5.0折
厦门航空,MF8590,波音 737-800(中型),禄口国际机场T2,18:15,高崎国际机场T3,20:10,1,unknown,unknown,noshare,¥600,经济舱5.4折
南方航空,CZ5814,波音 737-800(中型),禄口国际机场T2,18:15,高崎国际机场T3,20:10,1,unknown,unknown,共享,¥600,经济舱5.4折
东方航空,MU8552,波音 737-800(中型),禄口国际机场T2,18:15,高崎国际机场T3,20:10,1,unknown,unknown,共享,¥600,经济舱5.4折
南方航空,CZ5064,波音 737-800(中型),禄口国际机场T2,22:05,高崎国际机场T3,23:55,1,unknown,unknown,共享,¥600,经济舱5.4折
河北航空,NS8590,波音 737-800(中型),禄口国际机场T2,18:15,高崎国际机场T3,20:10,1,unknown,unknown,共享,¥607,经济舱5.5折
东方航空,MU2809,空中客车 A319(中型),禄口国际机场T2,07:35,高崎国际机场T4,09:30,1,unknown,unknown,noshare,¥630,经济舱6.2折
深圳航空,ZH5109,空中客车 A320(中型),禄口国际机场T2,19:35,高崎国际机场T4,21:20,1,unknown,unknown,共享,¥650,经济舱6.4折
山东航空,SC4704,波音 737-800(中型),禄口国际机场T2,09:40,高崎国际机场T4,11:30,1,unknown,unknown,noshare,¥680,经济舱6.1折
河北航空,NS3225,波音 737-800(中型),禄口国际机场T2,17:10,高崎国际机场T3,18:55,1,unknown,unknown,noshare,¥685,经济舱6.2折
厦门航空,MF7021,波音 737-800(中型),禄口国际机场T2,17:10,高崎国际机场T3,18:55,1,unknown,unknown,共享,¥710,经济舱6.4折
中国国航,CA4704,波音 737-800(中型),禄口国际机场T2,09:40,高崎国际机场T4,11:30,1,unknown,unknown,共享,¥760,经济舱6.8折
南方航空,CZ5406,波音 737-800(中型),禄口国际机场T2,10:10,高崎国际机场T3,11:55,1,unknown,unknown,共享,¥820,经济舱7.4折
东方航空,MU8549,波音 737-800(中型),禄口国际机场T2,10:10,高崎国际机场T3,11:55,1,unknown,unknown,共享,¥820,经济舱7.4折
厦门航空,MF8508,波音 737-800(中型),禄口国际机场T2,10:10,高崎国际机场T3,11:55,1,unknown,unknown,noshare,¥830,经济舱7.5折
山东航空,SC8812,波音 737-800(中型),禄口国际机场T2,13:10,高崎国际机场T4,15:00,1,unknown,unknown,noshare,¥830,经济舱7.5折
河北航空,NS8508,波音 737-800(中型),禄口国际机场T2,10:10,高崎国际机场T3,11:55,1,unknown,unknown,共享,¥833,经济舱7.5折
中国国航,CA8812,波音 737-800(中型),禄口国际机场T2,13:10,高崎国际机场T4,15:00,1,unknown,unknown,共享,¥860,经济舱7.7折
高铁 山东航空,G7653 山东航空 SC8718,,南京南,20:17,高崎国际机场T4,01:30,3,合肥,停留2h41m,noshare,¥397,二等座+经济舱
高铁 山东航空,G7657 山东航空 SC4816,,南京南,17:29,高崎国际机场T4,23:45,3,合肥,停留3h33m,noshare,¥400,二等座+经济舱
高铁 厦门航空,G7657 厦门航空 MF8066,,南京南,17:29,高崎国际机场T3,23:25,3,合肥,停留3h13m,noshare,¥420,二等座+经济舱
南方航空 山东航空,CZ6326 SC8772,,栎社国际机场,17:55,遥墙国际机场,00:15,3,大连,停留3h00m,noshare,¥1020,"经济舱5.4折
经济舱4.0折"
东方航空 东方航空,MU5699 MU5541,,栎社国际机场,07:00,遥墙国际机场,01:10,3,上海,停留15h15m,noshare,¥440,"经济舱
经济舱"
东方航空 山东航空,MU9657 SC4934,,栎社国际机场,07:40,遥墙国际机场,00:50,3,武汉,停留13h45m,noshare,¥920,"经济舱5.5折
经济舱5.0折"
东方航空 首都航空,MU9657 JD5137,,栎社国际机场,07:40,遥墙国际机场,14:40,3,武汉,停留3h50m,noshare,¥1025,"经济舱5.5折
经济舱6.0折"
东方航空 山东航空,MU2474 SC4934,,栎社国际机场,15:30,遥墙国际机场,00:50,3,武汉,停留5h50m,noshare,¥1140,"经济舱8.4折
经济舱5.0折"
首都航空 瑞丽航空,JD5539 DR5320,,栎社国际机场,11:40,遥墙国际机场,18:30,3,大连,停留3h50m,noshare,¥1175,"经济舱6.0折
经济舱4.4折"
