山东航空,SC8813,波音 737-800(中型),萧山国际机场T1,17:00,两江国际机场,19:10,1,unknown,unknown,noshare,¥490,经济舱3.8折

华夏航空,G58813,波音 737-800(中型),萧山国际机场T1,17:00,两江国际机场,19:10,1,unknown,unknown,共享,¥490,经济舱3.8折

首都航空,JD5547,空中客车 A320(中型),萧山国际机场T3,15:55,两江国际机场,18:20,1,unknown,unknown,noshare,¥495,经济舱3.9折

海南航空,HU7627,波音 737-800(中型),萧山国际机场T3,12:55,两江国际机场,15:05,1,unknown,unknown,noshare,¥525,经济舱4.1折

长龙航空,GJ8909,空中客车 A320(中型),萧山国际机场T3,12:00,两江国际机场,14:15,1,unknown,unknown,noshare,¥580,经济舱4.5折

中国国航,CA8813,波音 737-800(中型),萧山国际机场T1,17:00,两江国际机场,19:10,1,unknown,unknown,共享,¥580,经济舱4.5折

厦门航空,MF8087,波音 737-800(中型),萧山国际机场T3,11:55,两江国际机场,14:10,1,unknown,unknown,noshare,¥639,经济舱5.0折

南方航空,CZ3266,波音 737-300(中型),萧山国际机场T3,12:20,两江国际机场,14:35,1,unknown,unknown,noshare,¥650,经济舱5.1折

四川航空,3U3024,波音 737-300(中型),萧山国际机场T3,12:20,两江国际机场,14:35,1,unknown,unknown,共享,¥690,经济舱5.4折

山东航空,SC4645,波音 737-800(中型),萧山国际机场T1,11:00,两江国际机场,13:10,1,unknown,unknown,noshare,¥759,经济舱5.9折

华夏航空,G54645,波音 737-800(中型),萧山国际机场T1,11:00,两江国际机场,13:10,1,unknown,unknown,共享,¥769,经济舱6.0折

中国国航,CA4645,波音 737-800(中型),萧山国际机场T1,11:00,两江国际机场,13:10,1,unknown,unknown,共享,¥780,经济舱6.1折

华夏航空,G51334J,机型未定(小型),萧山国际机场T3,18:05,两江国际机场,11:30,2,重庆,unknown,noshare,¥1580,经济舱6.3折

厦门航空 动车,厦门航空 MF8339 D8208,,萧山国际机场T3,08:00,桂林,14:21,3,柳州,停留2h48m,noshare,¥485.5,二等座+经济舱

河北航空 动车,河北航空 NS8339共享 D8208,,萧山国际机场T3,08:00,桂林,14:21,3,柳州,停留2h48m,共享,¥496.5,二等座+经济舱

动车 桂林航空,D3169 桂林航空 GT1032,,杭州东,16:24,两江国际机场,23:20,3,宁波,停留3h31m,noshare,¥584,二等座+经济舱

奥凯航空,BK2869,波音 737-900(中型),黄花国际机场T1,18:20,太平国际机场T2,23:45,2,烟台,unknown,noshare,¥1304,经济舱5.8折

