东方航空,MU2809,空中客车 A320(中型),禄口国际机场T2,07:35,高崎国际机场T4,09:30,1,unknown,unknown,noshare,¥470,经济舱4.7折
厦门航空,MF8112,波音 737-800(中型),禄口国际机场T2,22:05,高崎国际机场T3,23:55,1,unknown,unknown,noshare,¥480,经济舱4.3折
东方航空,MU2879,空中客车 A320(中型),禄口国际机场T2,18:55,高崎国际机场T4,20:40,1,unknown,unknown,noshare,¥500,经济舱5.0折
东方航空,MU2752,空中客车 A320(中型),禄口国际机场T2,19:45,高崎国际机场T4,21:40,1,unknown,unknown,noshare,¥500,经济舱5.0折
山东航空,SC4704,波音 737-800(中型),禄口国际机场T2,09:40,高崎国际机场T4,11:30,1,unknown,unknown,noshare,¥530,经济舱4.8折
河北航空,NS8112,波音 737-800(中型),禄口国际机场T2,22:05,高崎国际机场T3,23:55,1,unknown,unknown,共享,¥543,经济舱4.9折
中国国航,CA4704,波音 737-800(中型),禄口国际机场T2,09:40,高崎国际机场T4,11:30,1,unknown,unknown,共享,¥550,经济舱5.0折
河北航空,NS3225,波音 737-800(中型),禄口国际机场T2,17:10,高崎国际机场T3,18:55,1,unknown,unknown,noshare,¥577,经济舱5.2折
吉祥航空,HO1023,全新A320 舒适飞行,禄口国际机场T2,19:30,高崎国际机场T4,21:20,1,unknown,unknown,noshare,¥598,经济舱5.4折
厦门航空,MF7021,波音 737-800(中型),禄口国际机场T2,17:10,高崎国际机场T3,18:55,1,unknown,unknown,共享,¥600,经济舱5.4折
厦门航空,MF8590,波音 737-800(中型),禄口国际机场T2,18:15,高崎国际机场T3,19:55,1,unknown,unknown,noshare,¥600,经济舱5.4折
南方航空,CZ5814,波音 737-800(中型),禄口国际机场T2,18:15,高崎国际机场T3,19:55,1,unknown,unknown,共享,¥600,经济舱5.4折
东方航空,MU8552,波音 737-800(中型),禄口国际机场T2,18:15,高崎国际机场T3,19:55,1,unknown,unknown,共享,¥600,经济舱5.4折
南方航空,CZ5064,波音 737-800(中型),禄口国际机场T2,22:05,高崎国际机场T3,23:55,1,unknown,unknown,共享,¥600,经济舱5.4折
河北航空,NS8590,波音 737-800(中型),禄口国际机场T2,18:15,高崎国际机场T3,19:55,1,unknown,unknown,共享,¥610,经济舱5.5折
厦门航空,MF8508,波音 737-800(中型),禄口国际机场T2,10:10,高崎国际机场T3,11:55,1,unknown,unknown,noshare,¥630,经济舱5.7折
山东航空,SC8812,波音 737-800(中型),禄口国际机场T2,13:10,高崎国际机场T4,15:00,1,unknown,unknown,noshare,¥680,经济舱6.1折
深圳航空,ZH5109,空中客车 A320(中型),禄口国际机场T2,19:30,高崎国际机场T4,21:20,1,unknown,unknown,共享,¥689,经济舱6.8折
河北航空,NS8508,波音 737-800(中型),禄口国际机场T2,10:10,高崎国际机场T3,11:55,1,unknown,unknown,共享,¥709,经济舱6.4折
南方航空,CZ5406,波音 737-800(中型),禄口国际机场T2,10:10,高崎国际机场T3,11:55,1,unknown,unknown,共享,¥710,经济舱6.4折
东方航空,MU8549,波音 737-800(中型),禄口国际机场T2,10:10,高崎国际机场T3,11:55,1,unknown,unknown,共享,¥710,经济舱6.4折
中国国航,CA8812,波音 737-800(中型),禄口国际机场T2,13:10,高崎国际机场T4,15:00,1,unknown,unknown,共享,¥760,经济舱6.8折
海南航空 动车,海南航空 HU7597 D2307,,禄口国际机场T2,10:35,厦门北,16:20,3,福州,停留3h01m,noshare,¥399,二等座+经济舱
高铁 山东航空,G7657 山东航空 SC4816,,南京南,17:29,高崎国际机场T4,23:45,3,合肥,停留3h33m,noshare,¥400,二等座+经济舱
高铁 中国国航,G7657 中国国航 CA4816共享,,南京南,17:29,高崎国际机场T4,23:45,3,合肥,停留3h33m,共享,¥420,二等座+经济舱
东方航空,MU9648,空中客车 A320(中型),栎社国际机场,11:15,遥墙国际机场,13:05,1,unknown,unknown,noshare,¥350,经济舱3.3折
东方航空 东方航空,MU5699 MU5541,,栎社国际机场,07:00,遥墙国际机场,01:10,3,上海,停留15h15m,noshare,¥440,"经济舱
经济舱"
东方航空 山东航空,MU5374 SC8874,,栎社国际机场,19:45,遥墙国际机场,00:50,3,南昌,停留2h05m,noshare,¥690,"经济舱2.7折
经济舱3.0折"
南方航空 山东航空,CZ6326 SC8772,,栎社国际机场,17:55,遥墙国际机场,00:15,3,大连,停留3h00m,noshare,¥850,"经济舱4.0折
经济舱4.0折"
